attraction_id,nama,kota,id_kota,provinsi,category,total_review,total_rating,img,longitude,latitude,link_detail,adult_price,child_price
561,Kusuma Agro Wisata,Batu,16,East Java,Others,96,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/57/d0/7c/kolam-renang-di-agro.jpg?w=500&h=-1&s=1,112.514895,-7.882477,https://www.tripadvisor.com/Attraction_Review-g1237079-d9709937-Reviews-Kusuma_Agro_Wisata-Batu_East_Java_Java.html,120000,95000
696,Bambang Family Dairy,Cianjur,27,West Java,Others,2,5.0 of 5 bubbles,None,107.0330535,-6.7228267,https://www.tripadvisor.com/Attraction_Review-g1006216-d20832435-Reviews-Bambang_Family_Dairy-Cianjur_West_Java_Java.html,70000,45000
589,Puncak Berry Farm,Jawa Barat,42,Jawa Barat,Others,21,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/0e/64/70/photo1jpg.jpg?w=500&h=-1&s=1,107.0489416,-6.7289082,https://www.tripadvisor.com/Attraction_Review-g297706-d3614749-Reviews-Puncak_Berry_Farm-Bogor_West_Java_Java.html,90000,65000
591,Warso Durian Farm,Kabupaten Bogor,57,Jawa Barat,Others,69,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/df/54/f0/img-20160704-wa0068-largejpg.jpg?w=500&h=-1&s=1,106.7911815,-6.6902121,https://www.tripadvisor.com/Attraction_Review-g297706-d9735865-Reviews-Warso_Durian_Farm-Bogor_West_Java_Java.html,90000,65000
378,Rumah Kebun Agnes Marcellina,Kabupaten Garut,63,Jawa Barat,Others,1,5.0 of 5 bubbles,None,107.9067842,-7.2373799,https://www.tripadvisor.com/Attraction_Review-g1137840-d19101956-Reviews-Rumah_Kebun_Agnes_Marcellina-Garut_West_Java_Java.html,70000,45000
1153,Kayu Aro Tea Plantation,Kerinci,103,Jambi,Others,10,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/be/3e/b1/gunung-kerinci-dilihat.jpg?w=500&h=-1&s=1,101.2830858,-1.7759175,https://www.tripadvisor.com/Attraction_Review-g297724-d10758092-Reviews-Kayu_Aro_Tea_Plantation-Jambi_Jambi_Province_Sumatra.html,80000,55000
612,Teritip Crocodile Farm,Kota Balikpapan,107,Kalimantan Timur,Others,98,3.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/fa/fd/cb/the-big-crocs-chilling.jpg?w=500&h=-1&s=1,117.0050655,-1.1703982,https://www.tripadvisor.com/Attraction_Review-g317100-d7358710-Reviews-Teritip_Crocodile_Farm-Balikpapan_East_Kalimantan_Kalimantan.html,100000,75000
555,Wisata Petik Apel Makmur Abadi,Kota Batu,113,Jawa Timur,Others,49,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/8d/29/2b/wisata-petik-apel-makmur.jpg?w=500&h=-1&s=1,112.532583,-7.87667,https://www.tripadvisor.com/Attraction_Review-g1237079-d6598781-Reviews-Wisata_Petik_Apel_Makmur_Abadi-Batu_East_Java_Java.html,100000,75000
558,Wisata Desa Agro Bumiaji,Kota Batu,113,Jawa Timur,Others,10,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/e3/01/10/petik-apel.jpg?w=500&h=-1&s=1,112.5378621,-7.8583285,https://www.tripadvisor.com/Attraction_Review-g1237079-d7927875-Reviews-Wisata_Desa_Agro_Bumiaji-Batu_East_Java_Java.html,110000,85000
575,Kuntum Farmfield,Kota Bogor,116,Jawa Barat,Others,404,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/a0/89/d9/img-20161008-wa0008-largejpg.jpg?w=500&h=400&s=1,106.839718,-6.6416247,https://www.tripadvisor.com/Attraction_Review-g297706-d7269009-Reviews-Kuntum_Farmfield-Bogor_West_Java_Java.html,110000,85000
358,Lubuk Minturun,Padang,165,West Sumatra,Others,7,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/6d/5f/2c/lubuk-minturun.jpg?w=500&h=400&s=1,100.4508956,-0.8062781,https://www.tripadvisor.com/Attraction_Review-g297726-d4742850-Reviews-Lubuk_Minturun-Padang_West_Sumatra_Sumatra.html,60000,35000
1017,Luwak Coffee Bali Plantation,Denpasar,31,Bali,Others,301,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/78/bf/d5/20181111-072340-largejpg.jpg?w=500&h=-1&s=1,115.188916,-8.4095178,https://www.tripadvisor.com/Attraction_Review-g297694-d7697653-Reviews-Luwak_Coffee_Bali_Plantation-Denpasar_Bali.html,90000,65000
1015,Arthamas Express,Klungkung,104,Bali,Others,127,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/a1/91/f7/fastboat-arthamas-express.jpg?w=500&h=400&s=1,115.4474589,-8.6728332,https://www.tripadvisor.com/Attraction_Review-g297700-d12690550-Reviews-Arthamas_Express-Sanur_Denpasar_Bali.html,70000,45000
717,Batam Centre Ferry Terminal,Kota Batam,112,Kepulauan Riau,Others,811,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/27/c7/4a/batam-centre-ferry-terminal.jpg?w=500&h=400&s=1,104.0551943,1.1307223,https://www.tripadvisor.com/Attraction_Review-g3477616-d7135973-Reviews-Batam_Centre_Ferry_Terminal-Batam_Center_Batam_Riau_Archipelago_Riau_Islands_Pro.html,120000,95000
727,Sekupang Ferry Terminal,Kota Batam,112,Kepulauan Riau,Others,159,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/45/fd/bb/sekupang-ferry-terminal.jpg?w=500&h=-1&s=1,103.9265659,1.125701,https://www.tripadvisor.com/Attraction_Review-g2543846-d10049319-Reviews-Sekupang_Ferry_Terminal-Sekupang_Batam_Riau_Archipelago_Riau_Islands_Province.html,60000,35000
1006,Gili Getaway,Kota Denpasar,118,Bali,Others,741,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/cd/fa/4b/gili-getaway-cruises.jpg?w=500&h=-1&s=1,115.2386111,-8.7216667,https://www.tripadvisor.com/Attraction_Review-g3137978-d7161292-Reviews-Gili_Getaway-Serangan_Denpasar_Bali.html,100000,75000
973,Lokbaintan Floating Market,Kabupaten Banjar,51,Kalimantan Selatan,Others,146,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/da/6f/ea/wisatawan-bisa-naik-ke.jpg?w=500&h=-1&s=1,114.6606793,-3.2911149,https://www.tripadvisor.com/Attraction_Review-g303950-d3591483-Reviews-Lokbaintan_Floating_Market-Banjarmasin_South_Kalimantan_Kalimantan.html,110000,85000
196,Citra Niaga Market,Kabupaten Jombang,70,Jawa Timur,Others,11,3.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/6b/19/91/pergola.jpg?w=500&h=400&s=1,112.2336514,-7.5367126,https://www.tripadvisor.com/Attraction_Review-g317102-d10358603-Reviews-Citra_Niaga_Market-Samarinda_East_Kalimantan_Kalimantan.html,80000,55000
669,Klewer Market,Kabupaten Klaten,74,Jawa Tengah,Others,146,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/64/d4/d8/klewer-market.jpg?w=500&h=400&s=1,110.4919705,-7.6956575,https://www.tripadvisor.com/Attraction_Review-g297713-d3532394-Reviews-Klewer_Market-Solo_Central_Java_Java.html,120000,95000
1005,Sindhu Market,Kota Denpasar,118,Bali,Others,629,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/f1/87/f3/caption.jpg?w=500&h=400&s=1,115.2600303,-8.6851705,https://www.tripadvisor.com/Attraction_Review-g297700-d1994602-Reviews-Sindhu_Market-Sanur_Denpasar_Bali.html,120000,95000
747,Mandonga Traditional Market,Kota Kendari,126,Sulawesi Tenggara,Others,1,3.0 of 5 bubbles,None,122.5200295,-3.9647777,https://www.tripadvisor.com/Attraction_Review-g1598986-d20161011-Reviews-Mandonga_Traditional_Market-Kendari_South_East_Sulawesi_Sulawesi.html,70000,45000
422,Pasar Beruang,Kota Medan,131,Sumatera Utara,Others,18,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/96/56/c8/selalu-ada-yang-menarik.jpg?w=500&h=400&s=1,98.6953212,3.5919211,https://www.tripadvisor.com/Attraction_Review-g297725-d10750763-Reviews-Pasar_Beruang-Medan_North_Sumatra_Sumatra.html,60000,35000
814,Pasar Cinde,Kota Palembang,134,Sumatera Selatan,Others,18,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/49/e9/2e/batu-batuan-di-pasar.jpg?w=500&h=400&s=1,104.75624,-2.9807,https://www.tripadvisor.com/Attraction_Review-g608501-d10296889-Reviews-Pasar_Cinde-Palembang_South_Sumatra_Sumatra.html,120000,95000
1121,Semawis Market,Kota Semarang,137,Jawa Tengah,Others,258,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/6e/75/7f/enak.jpg?w=500&h=400&s=1,110.4263252,-6.9744703,https://www.tripadvisor.com/Attraction_Review-g297712-d6607682-Reviews-Semawis_Market-Semarang_Central_Java_Java.html,60000,35000
664,Triwindu Market,Kota Surakarta,139,Jawa Tengah,Others,109,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/a2/03/15/ydxj0453-largejpg.jpg?w=500&h=-1&s=1,110.8225383,-7.5691764,https://www.tripadvisor.com/Attraction_Review-g297713-d454096-Reviews-Triwindu_Market-Solo_Central_Java_Java.html,80000,55000
304,Malioboro Road,Kota Yogyakarta,143,Daerah Istimewa Yogyakarta,Others,"2,826",4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/56/59/77/photogrid-1470123727649.jpg?w=500&h=400&s=1,110.365846,-7.7926455,https://www.tripadvisor.com/Attraction_Review-g294230-d447268-Reviews-Malioboro_Road-Yogyakarta_Region_Java.html,120000,95000
312,Beringharjo Market,Kota Yogyakarta,143,Daerah Istimewa Yogyakarta,Others,458,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/86/6e/fd/beringharjo-market.jpg?w=500&h=400&s=1,110.3657371,-7.798812,https://www.tripadvisor.com/Attraction_Review-g294230-d450887-Reviews-Beringharjo_Market-Yogyakarta_Region_Java.html,90000,65000
894,Asri Pine Forest,Malang,149,Negeri Sembilan,Forests,23,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/cd/a0/36/pine-forest.jpg?w=500&h=-1&s=1,101.9934692,2.696006,https://www.tripadvisor.com/Attraction_Review-g2304084-d10487653-Reviews-Asri_Pine_Forest-Bantul_Yogyakarta_Region_Java.html,110000,85000
784,Tunjung Nyaho Skate Park,Palangka Raya,168,Central Kalimantan,Others,1,4.0 of 5 bubbles,None,113.9074864,-2.2130691,https://www.tripadvisor.com/Attraction_Review-g303951-d12396138-Reviews-Tunjung_Nyaho_Skate_Park-Palangkaraya_Central_Kalimantan_Kalimantan.html,80000,55000
208,NAV Karaoke Samarinda,Samarinda,173,East Kalimantan,Others,9,3.5 of 5 bubbles,None,117.1264753,-0.5016166,https://www.tripadvisor.com/Attraction_Review-g317102-d7679266-Reviews-NAV_Karaoke_Samarinda-Samarinda_East_Kalimantan_Kalimantan.html,80000,55000
914,Sunflower Garden Bantul,Bantul,13,Special Region of Yogyakarta,Others,4,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/44/32/9d/taman-bunga-matahari.jpg?w=500&h=400&s=1,110.3255365,-7.8748176,https://www.tripadvisor.com/Attraction_Review-g2304084-d15292674-Reviews-Sunflower_Garden_Bantul-Bantul_Yogyakarta_Region_Java.html,70000,45000
691,Cibodas Botanical Garden,Kabupaten Cianjur,60,Jawa Barat,Others,203,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/9a/12/26/water-pond.jpg?w=500&h=400&s=1,107.0076085,-6.7412791,https://www.tripadvisor.com/Attraction_Review-g1006216-d2211858-Reviews-Cibodas_Botanical_Garden-Cianjur_West_Java_Java.html,100000,75000
693,Taman Bunga Nusantara,Kabupaten Cianjur,60,Jawa Barat,Others,333,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/52/3b/d8/taman-bunga-nusantara.jpg?w=500&h=400&s=1,107.0794044,-6.727693,https://www.tripadvisor.com/Attraction_Review-g1006216-d3296064-Reviews-Taman_Bunga_Nusantara-Cianjur_West_Java_Java.html,60000,35000
430,The Le Hu Garden,Kabupaten Deli Serdang,61,Sumatera Utara,Others,9,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/11/f8/a0/b7/fb-img-1517851102556.jpg?w=500&h=400&s=1,98.6946467,3.4801574,https://www.tripadvisor.com/Attraction_Review-g297725-d13454417-Reviews-The_Le_Hu_Garden-Medan_North_Sumatra_Sumatra.html,120000,95000
369,Kebun Mawar Garut,Kabupaten Garut,63,Jawa Barat,Others,23,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/da/4d/85/kebun-mawar-garut.jpg?w=500&h=-1&s=1,107.8108958,-7.1941858,https://www.tripadvisor.com/Attraction_Review-g1137840-d10458748-Reviews-Kebun_Mawar_Garut-Garut_West_Java_Java.html,90000,65000
550,Batu Love Garden (baloga),Kota Batu,113,Jawa Timur,Others,14,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/a2/aa/c7/20210130-162717-largejpg.jpg?w=500&h=-1&s=1,112.5428419,-7.8639275,https://www.tripadvisor.com/Attraction_Review-g1237079-d23128664-Reviews-Batu_Love_Garden_baloga-Batu_East_Java_Java.html,80000,55000
551,Selecta Recreational Park,Kota Batu,113,Jawa Timur,Others,281,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/e3/02/6a/taman-bunga.jpg?w=500&h=-1&s=1,112.5253337,-7.8183031,https://www.tripadvisor.com/Attraction_Review-g1237079-d8563644-Reviews-Selecta_Recreational_Park-Batu_East_Java_Java.html,70000,45000
571,Others,Kota Bogor,116,Jawa Barat,Others,"1,625",4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/db/69/c0/bogor-botanical-Others.jpg?w=500&h=-1&s=1,106.7995698,-6.5976289,https://www.tripadvisor.com/Attraction_Review-g297706-d1541645-Reviews-Bogor_Botanical_Others-Bogor_West_Java_Java.html,80000,55000
675,Balekambang Park,Kota Surakarta,139,Jawa Tengah,Others,111,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/00/7d/81/taman-balekambang.jpg?w=500&h=-1&s=1,110.807394,-7.5524842,https://www.tripadvisor.com/Attraction_Review-g297713-d6552928-Reviews-Balekambang_Park-Solo_Central_Java_Java.html,110000,85000
967,Ambonise Rental,Kota Ambon,106,Maluku,Others,14,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/16/66/63/d9/ambonise-rental.jpg?w=500&h=400&s=1,128.1899916,-3.680831,https://www.tripadvisor.com/Attraction_Review-g608477-d16640138-Reviews-Ambonise_Rental-Ambon_Maluku_Islands.html,110000,85000
368,Kamojang Crater,Bandung,8,West Java,Others,52,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/01/9c/9c/kawah-kamojang.jpg?w=500&h=-1&s=1,107.8,-7.125,https://www.tripadvisor.com/Attraction_Review-g1137840-d6598778-Reviews-Kamojang_Crater-Garut_West_Java_Java.html,80000,55000
389,Dieng Plateau,Banjarnegara,12,Central Java,Others,516,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/76/9a/93/dataran-tinggi-dieng.jpg?w=500&h=400&s=1,109.8994385,-7.2149012,https://www.tripadvisor.com/Attraction_Review-g1137819-d3383524-Reviews-Dieng_Plateau-Dieng_Central_Java_Java.html,60000,35000
394,Sikidang Crater,Kabupaten Banjarnegara,52,Jawa Tengah,Others,272,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/39/cf/9b/sikidang-crater-dieng.jpg?w=500&h=400&s=1,109.9039516,-7.2202222,https://www.tripadvisor.com/Attraction_Review-g1137819-d2692388-Reviews-Sikidang_Crater-Dieng_Central_Java_Java.html,60000,35000
1019,Manta Point,Kota Denpasar,118,Bali,Others,69,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/b7/a5/2a/20180408-214344-largejpg.jpg?w=500&h=400&s=1,115.527015,-8.7939035,https://www.tripadvisor.com/Attraction_Review-g297694-d2345284-Reviews-Manta_Point-Denpasar_Bali.html,120000,95000
715,Delta Spa & Health Club Batam,Batam,15,Riau Islands,Others,"1,175",5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/55/f1/8d/tampak-depan.jpg?w=500&h=400&s=1,104.0529207,1.1300779,https://www.tripadvisor.com/Attraction_Review-g297717-d6530992-Reviews-Delta_Spa_Health_Club_Batam-Batam_Riau_Archipelago_Riau_Islands_Province.html,90000,65000
660,Delta Spa & Lounge Soewarna,Kota Jakarta Selatan,122,Daerah Khusus Ibukota Jakarta,Others,104,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/18/13/f0/60/tampak-depan.jpg?w=500&h=-1&s=1,106.8003073,-6.2546734,https://www.tripadvisor.com/Attraction_Review-g1493703-d6531003-Reviews-Delta_Spa_Lounge_Soewarna-Tangerang_Banten_Province_Java.html,110000,85000
793,Delta Spa & Health Club Palembang,Kota Palembang,134,Sumatera Selatan,Others,52,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/20/ed/b0/tampak-depan-delta-spa.jpg?w=500&h=400&s=1,104.769877,-2.9701426,https://www.tripadvisor.com/Attraction_Review-g608501-d21321244-Reviews-Delta_Spa_Health_Club_Palembang-Palembang_South_Sumatra_Sumatra.html,110000,85000
586,"Mount Batu, Jonggol",Bogor,21,West Java,Others,24,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/78/df/a1/sebuah-pendakian-dibilang.jpg?w=500&h=400&s=1,107.0422961,-6.4597469,https://www.tripadvisor.com/Attraction_Review-g297706-d8284973-Reviews-Mount_Batu_Jonggol-Bogor_West_Java_Java.html,60000,35000
366,Mount Cikuray,Garut,33,West Java,Others,26,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/3e/d7/db/gunung-cikuray.jpg?w=500&h=400&s=1,107.86,-7.3225,https://www.tripadvisor.com/Attraction_Review-g1137840-d7608487-Reviews-Mount_Cikuray-Garut_West_Java_Java.html,120000,95000
381,Basecamp Pendakian Gunung Cikuray via Kiarajanggot,Garut,33,West Java,Others,None,None,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/21/cc/dc/getlstd-property-photo.jpg?w=500&h=-1&s=1,107.86,-7.3225,https://www.tripadvisor.com/Attraction_Review-g1137840-d18898288-Reviews-Basecamp_Pendakian_Gunung_Cikuray_via_Kiarajanggot-Garut_West_Java_Java.html,70000,45000
374,Karacak Valley,Kabupaten Garut,63,Jawa Barat,Others,3,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/71/86/9d/camping-ground.jpg?w=500&h=400&s=1,107.9508674,-7.2693522,https://www.tripadvisor.com/Attraction_Review-g1137840-d11538757-Reviews-Karacak_Valley-Garut_West_Java_Java.html,70000,45000
6,Curug Sawer SitugunungK,Kabupaten Sukabumi,90,Jawa Barat,Others,46,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/fc/1f/c2/curug-sawer-situgunung.jpg?w=500&h=-1&s=1,106.9325843,-6.8311323,https://www.tripadvisor.com/Attraction_Review-g297714-d8814385-Reviews-Curug_Sawer_SitugunungK-Sukabumi_West_Java_Java.html,90000,65000
393,Sikunir Mountain,Kabupaten Wonosobo,98,Jawa Tengah,Others,19,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/d4/6f/c6/photo2jpg.jpg?w=500&h=400&s=1,109.9242931,-7.2391088,https://www.tripadvisor.com/Attraction_Review-g1137819-d14800851-Reviews-Sikunir_Mountain-Dieng_Central_Java_Java.html,90000,65000
622,Alpha Hill,Jakarta,200,District of Columbia,Others,8,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/07/fc/45/a0/pandangan-di-kejauhan.jpg?w=500&h=-1&s=1,-77.0100531,38.8970173,https://www.tripadvisor.com/Attraction_Review-g317100-d8129458-Reviews-Alpha_Hill-Balikpapan_East_Kalimantan_Kalimantan.html,100000,75000
905,Selarong Cave,Kabupaten Bantul,53,Daerah Istimewa Yogyakarta,Historic Sites,6,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/10/26/e2/4d/gua-selarong-bantul.jpg?w=500&h=400&s=1,110.314867,-7.8619643,https://www.tripadvisor.com/Attraction_Review-g2304084-d12721093-Reviews-Selarong_Cave-Bantul_Yogyakarta_Region_Java.html,60000,35000
911,Between Two Gates,Kabupaten Bantul,53,Daerah Istimewa Yogyakarta,Historic Sites,2,5.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/3b/eb/between-two-gates.jpg?w=500&h=-1&s=1,110.3992208,-7.8309782,https://www.tripadvisor.com/Attraction_Review-g2304084-d14966815-Reviews-Between_Two_Gates-Bantul_Yogyakarta_Region_Java.html,70000,45000
98,Fort Belgica,Kabupaten Maluku Tengah,77,Maluku,Historic Sites,92,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/09/d2/9e/0f/fort-belgica.jpg?w=500&h=-1&s=1,129.8989078,-4.526129,https://www.tripadvisor.com/Attraction_Review-g2444699-d3258082-Reviews-Fort_Belgica-Banda_Neira_Maluku_Islands.html,80000,55000
76,Taman Putroe Phang,Kota Banda Aceh,108,Aceh,Historic Sites,14,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/95/fb/0d/pintu-khop.jpg?w=500&h=400&s=1,95.3162545,5.5460001,https://www.tripadvisor.com/Attraction_Review-g317109-d10044542-Reviews-Taman_Putroe_Phang-Banda_Aceh_Aceh_Sumatra.html,80000,55000
574,Bogor Palace,Kota Bogor,116,Jawa Kulon,Historic Sites,293,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/12/04/d6/6b/dsc-0712-largejpg.jpg?w=500&h=400&s=1,106.7974666,-6.5980046,https://www.tripadvisor.com/Attraction_Review-g297706-d592091-Reviews-Bogor_Palace-Bogor_West_Java_Java.html,80000,55000
122,Fort Rotterdam,Kota Makassar,128,Sulawesi Selatan,Historic Sites,969,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/70/dd/96/benteng-rotterdam.jpg?w=500&h=400&s=1,119.4052982,-5.1339266,https://www.tripadvisor.com/Attraction_Review-g297720-d1599792-Reviews-Fort_Rotterdam-Makassar_South_Sulawesi_Sulawesi.html,100000,75000
665,Kampoeng Batik Laweyan,Kota Surakarta,139,Jawa Tengah,Historic Sites,406,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0c/78/42/6a/img20160811093925-largejpg.jpg?w=500&h=-1&s=1,110.7968942,-7.5698839,https://www.tripadvisor.com/Attraction_Review-g297713-d1233276-Reviews-Kampoeng_Batik_Laweyan-Solo_Central_Java_Java.html,100000,75000
666,Surakarta Hadiningrat Palace,Kota Surakarta,139,Jawa Tengah,Historic Sites,384,3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/02/27/1d/58/der-innenhof.jpg?w=500&h=400&s=1,110.8276949,-7.5782437,https://www.tripadvisor.com/Attraction_Review-g297713-d451521-Reviews-Surakarta_Hadiningrat_Palace-Solo_Central_Java_Java.html,80000,55000
676,Loji Gandrung,Kota Surakarta,139,Jawa Tengah,Historic Sites,15,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/42/49/df/loji-gandrung-rumah-dinas.jpg?w=500&h=-1&s=1,110.8095045,-7.5670404,https://www.tripadvisor.com/Attraction_Review-g297713-d12079943-Reviews-Loji_Gandrung-Solo_Central_Java_Java.html,120000,95000
307,Yogyakarta Palace,Kota Yogyakarta,143,Daerah Istimewa Yogyakarta,Historic Sites,"2,835",3.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/ef/62/0e/yogyakarta-sutan-s-palace.jpg?w=500&h=400&s=1,110.3642031,-7.8052845,https://www.tripadvisor.com/Attraction_Review-g14782503-d379335-Reviews-Yogyakarta_Palace-Yogyakarta_Yogyakarta_Region_Java.html,120000,95000
219,Wae Rebo Village,Manggarai,151,East Nusa Tenggara,Historic Sites,296,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0d/eb/c8/71/charming.jpg?w=500&h=400&s=1,120.2841863,-8.7691132,https://www.tripadvisor.com/Attraction_Review-g297729-d3308087-Reviews-Wae_Rebo_Village-Flores_East_Nusa_Tenggara.html,110000,85000
971,Victoria Fortress,Moskva,157,Moskva,Historic Sites,5,1.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/7b/91/60/entrada-das-instalacoes.jpg?w=500&h=400&s=1,37.613518,55.870204,https://www.tripadvisor.com/Attraction_Review-g608477-d14987784-Reviews-Victoria_Fortress-Ambon_Maluku_Islands.html,60000,35000
234,Riung,Ngada,161,East Nusa Tenggara,Historic Sites,170,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/01/e4/ec/riung.jpg?w=500&h=400&s=1,121.0268594,-8.420665,https://www.tripadvisor.com/Attraction_Review-g297730-d3524002-Reviews-Riung-Bajawa_Flores_East_Nusa_Tenggara.html,70000,45000
239,Ngada,Ngada,161,East Nusa Tenggara,Historic Sites,45,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/04/fd/7e/inerie-mountain-view.jpg?w=500&h=-1&s=1,120.9876321,-8.7430424,https://www.tripadvisor.com/Attraction_Review-g297730-d3219698-Reviews-Ngada-Bajawa_Flores_East_Nusa_Tenggara.html,100000,75000
112,Fort Tolukko,Ternate,189,North Maluku,Historic Sites,45,4.0 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0e/fc/92/2c/me-in-front-of-the-tolukko.jpg?w=500&h=-1&s=1,127.3881708,0.813836,https://www.tripadvisor.com/Attraction_Review-g800480-d8818228-Reviews-Fort_Tolukko-Ternate_North_Maluku_Maluku_Islands.html,60000,35000
903,Mataram Kings Cemetery Kotagede,Yogyakarta,194,Special Region of Yogyakarta,Historic Sites,6,4.5 of 5 bubbles,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/23/fb/81/makam-kgph-juminah-pangeran.jpg?w=400&h=300&s=1,110.4009845,-7.8205288,https://www.tripadvisor.com/Attraction_Review-g2304084-d14135000-Reviews-Mataram_Kings_Cemetery_Kotagede-Bantul_Yogyakarta_Region_Java.html,110000,85000
